Id,Label
住,住
！🇺🇸➡🇩🇪,！🇺🇸➡🇩🇪
🀄,🀄
🥟。,🥟。
激励,激励
明年,明年
！🇨🇳✨,！🇨🇳✨
第一篇,第一篇
文章,文章
🤗,🤗
💬,💬
好的开始,好的开始
初学者,初学者
提示,提示
建议,建议
告诉,告诉
💡💖,💡💖
greeting,greeting
germany💕,germany💕
julie,julie
17-year-old,17-year-old
raised,raised
u.s.,u.s.
germany,germany
🇺🇸➡🇩🇪,🇺🇸➡🇩🇪
lately,lately
fallen,fallen
culture—from,culture—from
delicious,delicious
🥟,🥟
visit,visit
🇨🇳✨,🇨🇳✨
it.😉,it.😉
advice,advice
total,total
beginner,beginner
comments—i,comments—i
traveler,traveler
learningchinese,learningchinese
tiktok_refugees,tiktok_refugees
firstpost2025,firstpost2025
choose_chinese_name,choose_chinese_name
chinese_name,chinese_name
shy,shy
害羞,害羞
恢复,恢复
欧洲,欧洲
store,store
排名,排名
变化,变化
下滑,下滑
名,名
，tt,，tt
29,29
美区,美区
求助,求助
万能,万能
网友,网友
beagle,beagle
memes,memes
adorable,adorable
victims,victims
organization,organization
exist,exist
confuses,confuses
me.i,me.i
quite,quite
meaning,meaning
比格,比格
犬,犬
表情,表情
包,包
受害者,受害者
组织,组织
这令,这令
困惑,困惑
tiktokrefugee﻿,tiktokrefugee﻿
beagle﻿,beagle﻿
meme﻿,meme﻿
fyp﻿,fyp﻿
联盟,联盟
korean,korean
los,los
angeles,angeles
难以置信,难以置信
德克萨斯州,德克萨斯州
牛仔,牛仔
所能,所能
西,西
跨境,跨境
电商,电商
马,马
骑,骑
目前为止,目前为止
内容,内容
发展壮大,发展壮大
1000,1000
粉丝,粉丝
致以,致以
诚挚,诚挚
心意,心意
askmeanything,askmeanything
收到,收到
好人,好人
厚爱,厚爱
🧡,🧡
words,words
🤩🥰,🤩🥰
はじめまして,はじめまして
交到,交到
见到,见到
玩得,玩得
开心,开心
有趣,有趣
translated,translated
terrible,terrible
糟糕,糟糕
单眼皮,单眼皮
titok,titok
日本,日本
装货,装货
懒,懒
打个招呼,打个招呼
there✌️,there✌️
下雪,下雪
g,g
mate,mate
alexander,alexander
alex,alex
日,日
安,安
伙计,伙计
white，,white，
alex，,alex，
区,区
曝光,曝光
杰梅,杰梅
解释一下,解释一下
cultures,cultures
helps,helps
connects,connects
normally,normally
有助于,有助于
相互,相互
男士,男士
我学過,我学過
一点点,一点点
発,発
見,見
名詞,名詞
語,語
文法,文法
副,副
詞,詞
提案,提案
借用,借用
英語,英語
，then,，then
中学生,中学生
level,level
漢字,漢字
偽,偽
gone,gone
fixiation,fixiation
嗲,嗲
禁用,禁用
奇怪,奇怪
红树,红树
dy。,dy。
一年,一年
小红书里,小红书里
典型,典型
抗议,抗议
记得,记得
emptyseatprotest。,emptyseatprotest。
第一次,第一次
推送,推送
普通人,普通人
光鲜亮丽,光鲜亮丽
博主们,博主们
钱,钱
空前,空前
平和,平和
幸福,幸福
globalization,globalization
浪潮,浪潮
长大,长大
透过,透过
接触,接触
视角,视角
感动,感动
简单,简单
抽象,抽象
brainrot,brainrot
之间,之间
共识,共识
联结,联结
讨论,讨论
务农,务农
观鸟,观鸟
跨越,跨越
首次,首次
主动,主动
地理,地理
隔阂,隔阂
短暂,短暂
打破,打破
指责,指责
这有,这有
稀奇,稀奇
早,早
享有,享有
特权,特权
自知,自知
标签,标签
玩笑,玩笑
语境,语境
很显,很显
荒诞,荒诞
感受,感受
深究,深究
更多会,更多会
所处,所处
义务,义务
剩余,剩余
不公,不公
困扰,困扰
别太,别太
舔,舔
白人,白人
蠢,蠢
博主早,博主早
积累,积累
愤愤,愤愤
事件,事件
第一天,第一天
上网,上网
大部分,大部分
下班,下班
躺,躺
床上,床上
刷,刷
会儿,会儿
手机,手机
获取,获取
社会,社会
残片,残片
难度,难度
明明,明明
这件,这件
一件,一件
旧,旧
转向,转向
阳光,阳光
彩虹,彩虹
白马,白马
发生,发生
汇集,汇集
怒意,怒意
聚焦,聚焦
房象,房象
视线,视线
落点,落点
目光,目光
聚散,聚散
引线,引线
制造,制造
靶子,靶子
发泄,发泄
情绪,情绪
攻击,攻击
无能为力,无能为力
分散,分散
注意力,注意力
引向,引向
冲突,冲突
对准,对准
导演,导演
剪辑,剪辑
效果,效果
集采,集采
心,心
这句,这句
话,话
nativeamerican,nativeamerican
anishinaabe,anishinaabe
ojibwe,ojibwe
acount,acount
❤️,❤️
迫不及待,迫不及待
地想,地想
tiktokisback,tiktokisback
编造,编造
狗屎,狗屎
🥺🤦🏽‍♀️,🥺🤦🏽‍♀️
elonmusk,elonmusk
wan,wan
outfitcheck,outfitcheck
truing,truing
cny,cny
chinesenewyear,chinesenewyear
xiaojongshu,xiaojongshu
jidangeng,jidangeng
鸡蛋羹,鸡蛋羹
steamed,steamed
egg,egg
cant,cant
believe,believe
guy,guy
marvinlaqueen,marvinlaqueen
1/19,1/19
1/23,1/23
1/24,1/24
japenese,japenese
recipe,recipe
acknowledge,acknowledge
japense,japense
chawanmushi,chawanmushi
dashi,dashi
stock,stock
cleat,cleat
water,water
definitely,definitely
differ,differ
steal,steal
appropriation,appropriation
tranditional,tranditional
hanfu,hanfu
mian,mian
qun）and,qun）and
seeing,seeing
stealling,stealling
pissing,pissing
opened,opened
arm,arm
celebration,celebration
turely,turely
heartbroken,heartbroken
peole,peole
cutlure,cutlure
boost,boost
treating,treating
non-exist,non-exist
shame,shame
做法,做法
mean…,mean…
体重减轻,体重减轻
workout,workout
thankyou,thankyou
学到,学到
我心,我心
依然,依然
感,感
現在,現在
software,software
engineer,engineer
來,來
加州,加州
软件,软件
工程师,工程师
我想,我想
結交新,結交新
學習,學習
幫忙,幫忙
america﻿,america﻿
chinese﻿,chinese﻿
tiktok﻿,tiktok﻿
american﻿,american﻿
吸引,吸引
原本,原本
目标,目标
国内,国内
错觉,错觉
区里,区里
爹,爹
味儿,味儿
更重,更重
友好度,友好度
宣扬,宣扬
真实,真实
并不聪明,并不聪明
昨天,昨天
海外,海外
要说,要说
傻子,傻子
助力,助力
保留,保留
iowa,iowa
☺️,☺️
一位,一位
爱荷华州,爱荷华州
晚上,晚上
一刷,一刷
风暴,风暴
一波,一波
带来,带来
1.,1.
emails,emails
先,先
收集,收集
联系方式,联系方式
2.,2.
tiktokers,tiktokers
官方,官方
3.,3.
subtitles,subtitles
quickly,quickly
编辑,编辑
真懒,真懒
4.,4.
might,might
deleted,deleted
inappropriate,inappropriate
zz,zz
正确,正确
赛道,赛道
5.,5.
livestreaming,livestreaming
带货,带货
签约,签约
6.,6.
channel,channel
卷,卷
转型,转型
7.,7.
融合,融合
8.,8.
jump,jump
mcn,mcn
孵化,孵化
网红们,网红们
快速,快速
选,选
起号,起号
影响,影响
寻找机会,寻找机会
13.,13.
lifes,lifes
差,差
出海,出海
行业,行业
海,海
15,15
视频,视频
美,美
文化差异,文化差异
会火,会火
懂,懂
优势,优势
未来,未来
越来越,越来越
19,19
跨国,跨国
感情,感情
20,20
政治,政治
创业,创业
杂谈,杂谈
ip，,ip，
请小红书,请小红书
早日,早日
功能,功能
有没有,有没有
人想,人想
学法语,学法语
（？）on,（？）on
peut,peut
parler,parler
français,français
overseas,overseas
release,release
function,function
soon,soon
français（from,français（from
traduction,traduction
refuge,refuge
担心,担心
丧失,丧失
蛐蛐,蛐蛐
净土,净土
实验室,实验室
听见,听见
谈论,谈论
ban,ban
下载,下载
求求,求求
算法,算法
千万别,千万别
碰面,碰面
ins,ins
互赞,互赞
————————————————————————,————————————————————————
二编,二编
化身,化身
momo,momo
自在,自在
三编,三编
好多,好多
周迅,周迅
.jpg）,.jpg）
理性,理性
就行,就行
害怕,害怕
试图,试图
网上,网上
冲浪,冲浪
地方,地方
关系,关系
就够,就够
度,度
99,99
wx,wx
陌生人,陌生人
网络,网络
距离感,距离感
至少,至少
身边,身边
），,），
实名,实名
怼,怼
脸,脸
没点,没点
赞,赞
收藏,收藏
见不得人,见不得人
可能性,可能性
不安全感,不安全感
留子,留子
留学生,留学生
人问,人问
没法,没法
赚钱,赚钱
危机,危机
解除,解除
重点,重点
z,z
府,府
群众,群众
刻意,刻意
营造,营造
茧房,茧房
探索,探索
外宣,外宣
手段,手段
厉害,厉害
可信,可信
抹黑,抹黑
污蔑,污蔑
欺骗,欺骗
难,难
热,热
新鲜,新鲜
多久,多久
female,female
farmers,farmers
wait,wait
farming,farming
ttrefuge,ttrefuge
哈哈哈哈,哈哈哈哈
unfortunately,unfortunately
ones,ones
blackqueen,blackqueen
losangeles,losangeles
村民,村民
直播间,直播间
一堆,一堆
几天,几天
解封,解封
一夜,一夜
跑光,跑光
想要,想要
留下,留下
点,点
喝,喝
热水,热水
tiktokrefugees﻿,tiktokrefugees﻿
洋抖,洋抖
搞笑,搞笑
游学,游学
团,团
队长,队长
校园,校园
土豆,土豆
船长,船长
词是,词是
听不懂,听不懂
？who,？who
captain,captain
potato,potato
模仿,模仿
meme,meme
gym,gym
credit,credit
k.victoria26,k.victoria26
回应,回应
无家可归,无家可归
移民,移民
露宿,露宿
trending,trending
explore,explore
historians,historians
yu,yu
actual,actual
person,person
mythical,mythical
human,human
恕我直言,恕我直言
历史学家,历史学家
大禹,大禹
控制,控制
河流,河流
人物,人物
神话,神话
pk,pk
offends,offends
meant,meant
curiosity,curiosity
ignorant,ignorant
enlightened,enlightened
冒犯,冒犯
任何人,任何人
好奇心,好奇心
知之甚少,知之甚少
提出,提出
教会,教会
女神,女神
starting,starting
vibe,vibe
anymore,anymore
tend,tend
ruin,ruin
受欢迎,受欢迎
破坏,破坏
事物,事物
每次,每次
新闻,新闻
打开,打开
社交,社交
媒体,媒体
失望,失望
艰难,艰难
逃离,逃离
负,负
能量,能量
友善,友善
inauguration,inauguration
iloveithere,iloveithere
staying,staying
找,找
keep,keep
edit,edit
struggle,struggle
feeding,feeding
rich,rich
comforting,comforting
waking,waking
温水,温水
三天,三天
太棒了,太棒了
舒服,舒服
早上,早上
起床,起床
figuring,figuring
track,track
fast,fast
摸索,摸索
玩小红书,玩小红书
找到,找到
节奏,节奏
学得,学得
很快,很快
烟鬼,烟鬼
组合,组合
thechainsmokers,thechainsmokers
老乡,老乡
电音,电音
round,round
faces,faces
😍i,😍i
move,move
圆脸,圆脸
闻名,闻名
搬,搬
圆滚滚,圆滚滚
大人,大人
xiaogongshu,xiaogongshu
我心依旧,我心依旧
短剧,短剧
上瘾,上瘾
watch,watch
dramas,dramas
addicted,addicted
戏剧,戏剧
hotel,hotel
place,place
对不起,对不起
旅馆,旅馆
hotelcalifornia,hotelcalifornia
加利福尼亚州,加利福尼亚州
farewell,farewell
although,although
goodbye…,goodbye…
再见,再见
charlieputh,charlieputh
wewereherefirst,wewereherefirst
先来,先来
seeyouagain,seeyouagain
公民,公民
小孩子,小孩子
走路,走路
上学,上学
citizens,citizens
true,true
young,young
children,children
walk,walk
school,school
anywhere,anywhere
parents,parents
trouble,trouble
law,law
child,child
endangerment,endangerment
kid,kid
goes,goes
alome,alome
safe,safe
enough,enough
kids,kids
needs,needs
take,take
notes,notes
nosy,nosy
comment,comment
sense,sense
八卦,八卦
太多,太多
catmeme,catmeme
性感,性感
腹部,腹部
。（,。（
翻译器,翻译器
languages,languages
picked,picked
不想,不想
挪威,挪威
亲戚,亲戚
父亲,父亲
哥哥,哥哥
女儿,女儿
数据,数据
时代,时代
低调,低调
屏蔽,屏蔽
小红,小红
书上,书上
偶然,偶然
随机,随机
enjoyed,enjoyed
luo,luo
si,si
fen,fen
noodles,noodles
螺丝,螺丝
粉,粉
吃辣面,吃辣面
tiktokrefugee🇺🇸,tiktokrefugee🇺🇸
stinkynoodle,stinkynoodle
臭面,臭面
阿根廷,阿根廷
华裔,华裔
cintia，,cintia，
父母,父母
点赞,点赞
地球,地球
ruan,ruan
让我拿,让我拿
拍照,拍照
收获,收获
爱心,爱心
🫶🏻🩵ྀི,🫶🏻🩵ྀི
文化交流,文化交流
simplify,simplify
英国,英国
哈利波,哈利波
特,特
提起,提起
🤣,🤣
introduction,introduction
很穷,很穷
学费,学费
昂贵,昂贵
大学,大学
tiktokapp,tiktokapp
tiktokupdate,tiktokupdate
tiktokupload,tiktokupload
tiktokhowto,tiktokhowto
tiktokfix,tiktokfix
movies,movies
ro,ro
watching,watching
🌱,🌱
nihao,nihao
受过,受过
古典,古典
大提琴,大提琴
训练,训练
失败,失败
友好人士,友好人士
incredibly,incredibly
netizens,netizens
check,check
fish,fish
cosplay,cosplay
优,优
菈,菈
原神,原神
鱼,鱼
和小红,和小红
书,书
改行,改行
白天,白天
我要,我要
留下来,留下来
逛,逛
一圈,一圈
夸人,夸人
反向,反向
冲击,冲击
输出,输出
ttrefugges,ttrefugges
去年,去年
asuka,asuka
明日香,明日香
eva,eva
新世纪,新世纪
福音战士,福音战士
cos,cos
recipes,recipes
chicken,chicken
thighs,thighs
export,export
throw,throw
away,away
breasts,breasts
kidding,kidding
🐓,🐓
chinesecooking,chinesecooking
菜,菜
有钱,有钱
scroll,scroll
lives,lives
folks,folks
dresses,dresses
awesome,awesome
天,天
浏览,浏览
穿着,穿着
漂亮,漂亮
衣服,衣服
tiktok_refugee﻿,tiktok_refugee﻿
tiktokban﻿,tiktokban﻿
india,india
🇮🇳,🇮🇳
mean,mean
🎀🙇‍♀️,🎀🙇‍♀️
印度,印度
🇮🇳，,🇮🇳，
刻薄,刻薄
everybody👋,everybody👋
all-star⚡️⚡️⚡️,all-star⚡️⚡️⚡️
全明星,全明星
杰伦,杰伦
威廉姆斯,威廉姆斯
俄克拉荷马,俄克拉荷马
雷霆,雷霆
damn,damn
tell,tell
whole,whole
foinee,foinee
brothers,brothers
sea,sea
媽的,媽的
說,說
以來,以來
大洋彼岸,大洋彼岸
這麼,這麼
這些,這些
超級,超級
魅力,魅力
中國,中國
兄弟,兄弟
😅？,😅？
看小红书,看小红书
wound,wound
cut,cut
割伤,割伤
伤口,伤口
received,received
deserving,deserving
ways,ways
beauty,beauty
quiet,quiet
strength,strength
fortitude,fortitude
kindness,kindness
refreshing,refreshing
warms,warms
温暖,温暖
安静,安静
毅力,毅力
令人惊叹,令人惊叹
好意,好意
心旷神怡,心旷神怡
制作,制作
张猫,张猫
tiktokrefugee2025,tiktokrefugee2025
tough,tough
study,study
gpt,gpt
语,语
thetaleoffood,thetaleoffood
乙女,乙女
遊戲,遊戲
翻译成,翻译成
不当,不当
词语,词语
真心,真心
不太,不太
小红书火,小红书火
离不开,离不开
！！！looking,！！！looking
naraka,naraka
v,v
50,50
thursday,thursday
春节,春节
永劫爽,永劫爽
日日,日日
劫,劫
北美,北美
永劫,永劫
无间,无间
asking,asking
hurt,hurt
dating,dating
datingapps,datingapps
collecting,collecting
collections,collections
alabama,alabama
native,native
speakers,speakers
spoken,spoken
simulated,simulated
conversations,conversations
role,role
plays,plays
converse,converse
vocally,vocally
lesson,lesson
ton,ton
created,created
+hello,+hello
taught,taught
duolingo,duolingo
wish,wish
hanzipro,hanzipro
spaced-repitition,spaced-repitition
driven,driven
flash,flash
chineasy,chineasy
visual,visual
hanzi,hanzi
levels,levels
anki,anki
spaced,spaced
reputition,reputition
cards,cards
downloaded,downloaded
deck,deck
online,online
vocabulary,vocabulary
knowledge,knowledge
additional,additional
context,context
learnchinese,learnchinese
mullet,mullet
wtf,wtf
hairstyle,hairstyle
pittsburgh,pittsburgh
pennsylvania,pennsylvania
girl﻿,girl﻿
allowed,allowed
musicians,musicians
音乐家,音乐家
搞错,搞错
推广,推广
sarcastic,sarcastic
toxic,toxic
sarcasm,sarcasm
hilarious,hilarious
humour,humour
埃及,埃及
赵露,赵露
思挂,思挂
拄,拄
扭,扭
参加,参加
活动,活动
接,接
不住,不住
烂,烂
梗,梗
小区,小区
新年,新年
报警,报警
程度,程度
kate,kate
rose,rose
england,england
models,models
creative,creative
life,life
perspective,perspective
tick,tick
tock,tock
🙈,🙈
figured,figured
lay,lay
full,full
inspiration,inspiration
fact,fact
step,step
means,means
upcoming,upcoming
trip,trip
there…,there…
places,places
凯特,凯特
罗斯,罗斯
艺术系,艺术系
业余时间,业余时间
模特,模特
创意,创意
角度,角度
instagram🙈），,instagram🙈），
灵感,灵感
继母,继母
意味着,意味着
旅游景点,旅游景点
model,model
热情,热情
indie,indie
sax,sax
心理,心理
健康状况,健康状况
服用,服用
治疗,治疗
精神疾病,精神疾病
药物,药物
抑郁症,抑郁症
焦虑症,焦虑症
多动症,多动症
（adhd）,（adhd）
普遍存在,普遍存在
取消,取消
。🥺,。🥺
放心,放心
拥抱,拥抱
当成,当成
朋友圈,朋友圈
深深,深深
。🌹,。🌹
创建,创建
群聊,群聊
canary,canary
城堡,城堡
🏰🌙,🏰🌙
公告,公告
独家,独家
complex,complex
！🤍,！🤍
摇滚,摇滚
视觉系,视觉系
吉他手,吉他手
rock,rock
guitar,guitar
和平,和平
🌹🌹🌹🌹🌹🌹🌹,🌹🌹🌹🌹🌹🌹🌹
斯拉,斯拉
护理,护理
辅助,辅助
尽力,尽力
我能,我能
医院,医院
轮班,轮班
小时,小时
ezra,ezra
nursing,nursing
paramedicine,paramedicine
12hr,12hr
shift,shift
placement,placement
process,process
长发,长发
男,男
女人,女人
太会,太会
🇬🇧🇫🇷🇩🇪🇮🇹🇪🇸,🇬🇧🇫🇷🇩🇪🇮🇹🇪🇸
腹肌,腹肌
chronically,chronically
somehwere,somehwere
migrate,migrate
长期,长期
禁止,禁止
看不懂,看不懂
景德镇,景德镇
陶瓷,陶瓷
好好,好好
过年,过年
大赏,大赏
第一批,第一批
回家,回家
崽,崽
fitcheck,fitcheck
旅行,旅行
第一站,第一站
gets,gets
😞,😞
相拥,相拥
oliver,oliver
姜焱焱,姜焱焱
脱掉,脱掉
菩萨,菩萨
只能,只能
正室,正室
宽容,宽容
外面,外面
早点,早点
不看,不看
看白,看白
wondering,wondering
skincare,skincare
products,products
dermatology,dermatology
recommend,recommend
第六次,第六次
降,降
违规,违规
吵累,吵累
预制,预制
入驻,入驻
词,词
不解,不解
是非,是非
词汇,词汇
处于,处于
高位,高位
放在,放在
恰当,恰当
低位,低位
引用,引用
黄执中,黄执中
发言,发言
开玩笑,开玩笑
破防,破防
家里人,家里人
小朋友,小朋友
留学,留学
太小,太小
百分之,百分之
意愿,意愿
敏锐,敏锐
感知,感知
事实,事实
特别,特别
高中,高中
时期,时期
社交圈,社交圈
脱离,脱离
利索,利索
幽默,幽默
生,生
面临,面临
困境,困境
承认,承认
嫉妒,嫉妒
不许,不许
骂,骂
自找苦吃,自找苦吃
人用,人用
新奇,新奇
妥协,妥协
八年,八年
收留,收留
全校,全校
唯一,唯一
亚洲,亚洲
面孔,面孔
也融,也融
抱团,抱团
没得,没得
抱,抱
面对,面对
国人,国人
开启,开启
天上掉,天上掉
馅饼,馅饼
tt，,tt，
国外,国外
社媒,社媒
平替,平替
顺位,顺位
第一,第一
想起,想起
节课,节课
女生,女生
名称,名称
日语,日语
确认,确认
同一个,同一个
习惯性,习惯性
绕过,绕过
一段,一段
详细,详细
描述性,描述性
话语,话语
解释,解释
tictok,tictok
崩溃,崩溃
只会,只会
鸟,鸟
ceci！,ceci！
不知,不知
：）,：）
joshuiiie,joshuiiie
中文版,中文版
网,网
转发,转发
外,外
刷到,刷到
原址,原址
：58,：58
magic_house,magic_house
一篇,一篇
😆,😆
y5xcdohbb1coa0m,y5xcdohbb1coa0m
//xhslink.com/a/l4iql8sxhjx4，,//xhslink.com/a/l4iql8sxhjx4，
复制本,复制本
条,条
】app,】app
查看,查看
精彩内容,精彩内容
美国共和党,美国共和党
部门,部门
亚太区,亚太区
主任委员,主任委员
ross,ross
feingold，,feingold，
头条,头条
同情,同情
犹太人,犹太人
言论,言论
路,路
引经据典,引经据典
一口气,一口气
长文,长文
这位,这位
犹太裔,犹太裔
一堂,一堂
历史课,历史课
共和党人,共和党人
偷偷,偷偷
删评,删评
feingold,feingold
former,former
director,director
republican,republican
party,party
division,division
asia,asia
pacific,pacific
region,region
criticized,criticized
lack,lack
empathy,empathy
towards,towards
jews,jews
topic,topic
israeli,israeli
palestinian,palestinian
conflict,conflict
headlines,headlines
sparking,sparking
heated,heated
discussions,discussions
netizen,netizen
quoted,quoted
classics,classics
wrote,wrote
article,article
breath,breath
giving,giving
jewish,jewish
secretly,secretly
response,response
follows,follows
dàjiā,dàjiā
hǎo,hǎo
lydia,lydia
láizì,láizì
měiguó,měiguó
dé,dé
kè,kè
sà,sà
sī,sī
zhōu,zhōu
nànmín,nànmín
yī,yī
wèi,wèi
mǔqīn,mǔqīn
hé,hé
lǎoshī,lǎoshī
yě,yě
jiēdàiguò,jiēdàiguò
wàiguó,wàiguó
jiāohuàn,jiāohuàn
shēng,shēng
hái,hái
méiyǒu,méiyǒu
zhōngguó,zhōngguó
hěn,hěn
gāoxìng,gāoxìng
zhǎodàole,zhǎodàole
mother,mother
teacher,teacher
host,host
students,students
shelby,shelby
yall,yall
along,along
breathtaking,breathtaking
veiw,veiw
exited,exited
mexican,mexican
english.i,english.i
penpal,penpal
gifts,gifts
globe,globe
洒下,洒下
泪水,泪水
💧,💧
miranda,miranda
lying,lying
tictoc,tictoc
黄瓜,黄瓜
🥒,🥒
（it,（it
泰国,泰国
英文名字,英文名字
cecilia,cecilia
我学,我学
9-17,9-17
🤏🏻,🤏🏻
。everything,。everything
typing,typing
memory,memory
曼谷,曼谷
university,university
miss,miss
🩷🩷,🩷🩷
followed,followed
xx,xx
泰国人,泰国人
始终认为,始终认为
不应,不应
嘲笑,嘲笑
写给,写给
李华,李华
回信,回信
不该,不该
被忽视,被忽视
热度,热度
终将,终将
褪去,褪去
传递,传递
美好,美好
永远,永远
印记,印记
刻板,刻板
印象,印象
十六岁,十六岁
想象,想象
微笑,微笑
一遍,一遍
遍,遍
框进,框进
stereotypes,stereotypes
百般,百般
沮丧,沮丧
住家,住家
英文名,英文名
americanized,americanized
开,开
暖气,暖气
房间,房间
外套,外套
inside,inside
要学,要学
带上,带上
夸张,夸张
假睫毛,假睫毛
学不,学不
适合,适合
妆,妆
人会,人会
ur,ur
实际上,实际上
imessage,imessage
大段,大段
人回,人回
辩解,辩解
脑子里,脑子里
拼命,拼命
搜索,搜索
还会,还会
nerdy,nerdy
quiet，ur,quiet，ur
participating,participating
天知道,天知道
母语,母语
同胞,同胞
非,非
吻,吻
不禁,不禁
感慨,感慨
。。。,。。。
公平,公平
一部分,一部分
铺路,铺路
竖起,竖起
高墙,高墙
精神状态,精神状态
自由,自由
说实话,说实话
很多年,很多年
过会,过会
拥有,拥有
单一,单一
，14,，14
亿,亿
人中,人中
10.92,10.92
网民,网民
人口,人口
效应,效应
无可比拟,无可比拟
多人,多人
博主,博主
互联网,互联网
从业者,从业者
绞尽脑汁,绞尽脑汁
创造,创造
抓住,抓住
可想而知,可想而知
浓缩,浓缩
十几亿,十几亿
活跃,活跃
两年,两年
天官赐福,天官赐福
意识,意识
有太多,有太多
层面,层面
一无所知,一无所知
竞争,竞争
激烈,激烈
网络小说,网络小说
无数,无数
以短,以短
为生,为生
创作者,创作者
流行,流行
一周,一周
更迭,更迭
两三次,两三次
攻击力,攻击力
超强,超强
骂人,骂人
meme。,meme。
产出,产出
国际化,国际化
传报,传报
文科生,文科生
就业,就业
解决,解决
搭建,搭建
使用者,使用者
服务,服务
搬运,搬运
转换,转换
四年,四年
近几个月,近几个月
辗转,辗转
天堂,天堂
相比,相比
幅员辽阔,幅员辽阔
人口众多,人口众多
外界,外界
土地,土地
代价,代价
导致,导致
偏见,偏见
愤怒,愤怒
恨意,恨意
震惊,震惊
高昂,高昂
赋税,赋税
不合理,不合理
小费,小费
滥用,滥用
随处可见,随处可见
毒品,毒品
管制,管制
枪支,枪支
贷款,贷款
提前,提前
消费,消费
透支,透支
金钱,金钱
好几份,好几份
工,工
支撑,支撑
最最,最最
难以,难以
牛肉,牛肉
注射,注射
生长激素,生长激素
猪肉,猪肉
瘦肉精,瘦肉精
中有,中有
儿童,儿童
患有,患有
adhd,adhd
色素,色素
青少年,青少年
吸毒,吸毒
生命,生命
保障,保障
像是,像是
人为,人为
打造,打造
幻象,幻象
信仰,信仰
口号,口号
努力实现,努力实现
现实,现实
成本,成本
难以想象,难以想象
压力,压力
之下,之下
建构,建构
自信,自信
之上,之上
优越感,优越感
可怕,可怕
tiktokrefugee2024,tiktokrefugee2024
不去,不去
lemon8？,lemon8？
早就,早就
成功,成功
吐槽,吐槽
lemon8,lemon8
杂交,杂交
seems,seems
opening,opening
hybrid,hybrid
—————————————-,—————————————-
更新,更新
俩,俩
这波,这波
流量,流量
稳,稳
gon,gon
haha,haha
translate😭😭😭,translate😭😭😭
tiktokr_refuge,tiktokr_refuge
提问,提问
早期,早期
分析,分析
透彻,透彻
称赞,称赞
社群,社群
随手,随手
概括,概括
迁就,迁就
privilege，,privilege，
认可,认可
观念,观念
潜意识,潜意识
对此,对此
反感,反感
构建,构建
发生变化,发生变化
天然,天然
引发,引发
焦虑,焦虑
心理学,心理学
识别,识别
缓解,缓解
发帖,发帖
探讨,探讨
过后,过后
不适,不适
ui,ui
设计,设计
深刻,深刻
优化,优化
横向,横向
空间,空间
少,少
频繁,频繁
换行,换行
阅读,阅读
习惯,习惯
烦躁,烦躁
一点,一点
好玩,好玩
不快,不快
此类,此类
还好,还好
我管,我管
宽,宽
民族,民族
阴阳,阴阳
莫名其妙,莫名其妙
找个,找个
出口,出口
推特上,推特上
委屈,委屈
厚道,厚道
笑,笑
停不下来,停不下来
🚗,🚗
drive,drive
country？how,country？how
晒晒,晒晒
个性化,个性化
装扮,装扮
本周,本周
重开,重开
性质,性质
應該,應該
走,走
tiktokre,tiktokre
封禁,封禁
聚集,聚集
收入,收入
开支,开支
份工,份工
负担,负担
结论,结论
人过,人过
很惨,很惨
质量,质量
怜悯,怜悯
水平,水平
发展中国家,发展中国家
居民,居民
发达国家,发达国家
ttrefugee﻿,ttrefugee﻿
对账,对账
money,money
china🇨🇳,china🇨🇳
恳求,恳求
不明,不明
讨厌,讨厌
霸占,霸占
关乎,关乎
几十年,几十年
舆论,舆论
霸权,霸权
垄断,垄断
。x,。x
罕见,罕见
扔,扔
不遗余力,不遗余力
无耻,无耻
粗鲁,粗鲁
劝退,劝退
爱国,爱国
人请,人请
务必,务必
文明,文明
疯狂,疯狂
想过,想过
facebook,facebook
背后,背后
包括,包括
马克,马克
扎克,扎克
伯格,伯格
🇺🇸zf,🇺🇸zf
腐败,腐败
掌控,掌控
手中,手中
花,花
百万,百万
游说,游说
议会,议会
禁掉,禁掉
本质,本质
反华,反华
霸权主义,霸权主义
不愿,不愿
接收,接收
不利,不利
举个,举个
例子,例子
，luigi,，luigi
刺莎,刺莎
联合,联合
ceo，,ceo，
一边倒,一边倒
luigi，,luigi，
讲话,讲话
分量,分量
或者说,或者说
其他软件,其他软件
富人,富人
悄悄话,悄悄话
承担,承担
医疗,医疗
费用,费用
医保,医保
拒保,拒保
常态,常态
我刷,我刷
警察,警察
背负,背负
200w,200w
美金,美金
债务,债务
插,插
管子,管子
拒赔,拒赔
拔管,拔管
手术,手术
只能靠,只能靠
维生,维生
掐掉,掐掉
生路,生路
事是,事是
根源,根源
百年,百年
现状,现状
转折,转折
luigi,luigi
→tiktok,→tiktok
进一步,进一步
激怒,激怒
铺天盖地,铺天盖地
国际舆论,国际舆论
一大,一大
在世界上,在世界上
话语权,话语权
固有,固有
消除,消除
西方,西方
灌输,灌输
先跑,先跑
某前,某前
播放,播放
，🙏🏻,，🙏🏻
全球化,全球化
现有,现有
求,求
放过,放过
不良,不良
导向,导向
首页,首页
group,group
usually,usually
except,except
🐶🐶,🐶🐶
already,already
難民,難民
酷集團,酷集團
影片,影片
不釋,不釋
出內容,出內容
已經,已經
喜歡,喜歡
這裡,這裡
